Title,Year,Type,Runtime,Genre,Rating,Director,No_of_ratings,Gross
Eden,2012,R,98 min,"Crime, Drama",6.7,Megan Griffiths,7498,NaN
Rise of the Footsoldier,2007,R,119 min,"Action, Biography, Crime",6.9,Julian Gilbey,17678,NaN
Dance Flick,2009,PG-13,83 min,"Action, Comedy, Music",3.5,Damien Dante Wayans,10824,$25.62M
Terminus,2015,R,94 min,"Drama, Sci-Fi",5.4,Marc Furmie,5421,NaN
Miss Potter,2006,PG,88 min,"Biography, Drama",7,Chris Noonan,25914,$2.98M
You Will Meet a Tall Dark Stranger,2010,R,98 min,"Comedy, Drama, Romance",6.3,Woody Allen,40676,$3.25M
Wuthering Heights,2011,Not Rated,129 min,"Drama, Romance",6.1,Andrea Arnold,8241,$0.10M
Kidnapping Mr. Heineken,2015,R,95 min,"Action, Crime, Drama",6.1,Daniel Alfredson,16655,NaN
Indignation,2016,R,110 min,"Drama, Romance",6.8,James Schamus,9910,$3.40M
The New Daughter,2009,PG-13,108 min,"Horror, Thriller",5.3,Luiso Berdejo,12947,NaN
The East,2013,PG-13,116 min,"Adventure, Drama, Thriller",6.8,Zal Batmanglij,45744,$2.27M
Dark Tide,2012,PG-13,94 min,"Adventure, Drama, Thriller",4.3,John Stockwell,7419,NaN
My Blueberry Nights,2007,PG-13,95 min,"Drama, Romance",6.7,Kar-Wai Wong,48225,$0.87M
Dying of the Light,2014,R,94 min,"Drama, Thriller",4.4,Paul Schrader,8470,NaN
C.R.A.Z.Y.,2005,Not Rated,127 min,"Comedy, Drama",8,Jean-Marc Vallée,29572,NaN
In Your Eyes,2014,Not Rated,106 min,"Fantasy, Romance",7.1,Brin Hill,27876,NaN
High Strung,2016,PG,96 min,"Drama, Music, Romance",6.5,Michael Damian,6932,$0.05M
The Lookout,2007,R,99 min,"Crime, Drama, Thriller",7,Scott Frank,53973,$4.60M
Il capitale umano,2013,Not Rated,111 min,Drama,7.3,Paolo Virzì,9927,$0.16M
Unfinished Business,2015,R,91 min,Comedy,5.4,Ken Scott,27212,$10.21M
Polytechnique,2009,Not Rated,77 min,"Crime, Drama, History",7.3,Denis Villeneuve,9745,NaN
Beverly Hills Chihuahua,2008,PG,91 min,"Adventure, Comedy, Drama",3.8,Raja Gosnell,19724,$94.51M
Feuchtgebiete,2013,Not Rated,109 min,"Comedy, Drama",5.8,David Wnendt,9921,$0.06M
The Program,2015,R,99 min,"Biography, Drama, Sport",6.5,Stephen Frears,13635,NaN
The Skeleton Twins,2014,R,93 min,"Comedy, Drama, Romance",6.8,Craig Johnson,35758,$5.28M
The Butterfly Effect 3: Revelations,2009,R,90 min,"Crime, Sci-Fi, Thriller",5.6,Seth Grossman,17136,NaN
Momentum,2015,Not Rated,96 min,"Action, Crime, Thriller",5.5,Stephen S. Campanelli,11670,NaN
Daddy Day Camp,2007,PG,93 min,"Comedy, Family",3,Fred Savage,13659,$13.24M
The X Files: I Want to Believe,2008,PG-13,104 min,"Drama, Horror, Mystery",5.9,Chris Carter,83884,$20.98M
Pulse,2006,PG-13,90 min,"Horror, Sci-Fi, Thriller",4.7,Jim Sonzero,26536,$20.26M
Elite Squad,2007,R,115 min,"Action, Crime, Drama",8.1,José Padilha,89975,$0.01M
Elvis & Nixon,2016,R,86 min,"Comedy, History",6.4,Liza Johnson,11266,$1.03M
The Express,2008,PG,130 min,"Biography, Drama, Sport",7.3,Gary Fleder,18186,$9.59M
Turistas,2006,R,93 min,"Horror, Mystery, Thriller",5.4,John Stockwell,33540,$7.03M
London,2005,R,92 min,"Drama, Romance",6.6,Hunter Richards,20815,$0.01M
Shaun the Sheep Movie,2015,PG,85 min,"Animation, Adventure, Comedy",7.4,Mark Burton,30974,$19.38M
A Lonely Place to Die,2011,R,99 min,"Adventure, Crime, Thriller",6.3,Julian Gilbey,24786,NaN
The Family Fang,2015,R,105 min,"Comedy, Drama, Mystery",6.1,Jason Bateman,6488,$0.24M
Miss March,2009,R,90 min,"Comedy, Romance",5,Zach Cregger,19681,$4.54M
The Best Man Holiday,2013,R,123 min,"Comedy, Drama",6.7,Malcolm D. Lee,13498,$70.53M
The Brave One,2007,R,122 min,"Crime, Drama, Thriller",6.8,Neil Jordan,54212,$36.79M
Baahubali 2: The Conclusion,2017,Not Rated,167 min,"Action, Drama, Fantasy",8.4,S.S. Rajamouli,59652,$20.19M
The Bang Bang Club,2010,R,106 min,"Biography, Drama, History",7,Steven Silver,9296,NaN
Tarzan,2013,PG,94 min,"Animation, Adventure, Drama",4.8,Reinhard Klooss,11458,NaN
Dead Snow,2009,Not Rated,91 min,"Comedy, Horror",6.3,Tommy Wirkola,59485,$0.04M
The Messenger,2009,R,113 min,"Drama, Romance, War",7.1,Oren Moverman,31789,$0.07M
El Clan,2015,R,108 min,"Biography, Crime, Drama",7,Pablo Trapero,10173,$0.19M
Into the White,2012,R,104 min,"Action, Biography, Drama",7.2,Petter Næss,17365,$0.00M
Special Correspondents,2016,TV-MA,101 min,Comedy,5.8,Ricky Gervais,15043,NaN
The Contract,2006,R,96 min,"Action, Crime, Drama",5.7,Bruce Beresford,22060,NaN
Black Rock,2012,R,83 min,"Horror, Thriller",4.8,Katie Aselton,7378,NaN
Just Wright,2010,PG,100 min,"Comedy, Romance, Sport",5.9,Sanaa Hamri,11833,$21.52M
Forsaken,2015,R,90 min,"Drama, Western",6.3,Jon Cassar,8726,NaN
Embrace of the Serpent,2015,Not Rated,125 min,"Adventure, Drama",7.9,Ciro Guerra,15815,$1.33M
This Must Be the Place,2011,R,118 min,"Comedy, Drama",6.7,Paolo Sorrentino,29475,$0.14M
Proof,2005,PG-13,100 min,"Drama, Mystery",6.8,John Madden,39988,$7.52M
The Water Horse,2007,PG,112 min,"Adventure, Family, Fantasy",6.5,Jay Russell,34649,$40.41M
Initial D,2005,TV-PG,107 min,"Action, Comedy, Drama",6.4,Wai-Keung Lau,6464,NaN
The Great Raid,2005,R,132 min,"Action, Drama, War",6.7,John Dahl,19827,$10.17M
Den skaldede frisør,2012,R,116 min,"Comedy, Drama, Romance",6.5,Susanne Bier,11708,$1.63M
The English Teacher,2013,R,93 min,"Comedy, Drama",5.8,Craig Zisk,10725,NaN
Life,2015,R,111 min,"Biography, Drama",6.1,Anton Corbijn,6238,NaN
The History Boys,2006,R,109 min,"Comedy, Drama, Romance",6.9,Nicholas Hytner,19066,$2.71M
Butter,2011,R,90 min,Comedy,6.2,Jim Field Smith,18967,$0.07M
Albert Nobbs,2011,R,113 min,"Drama, Romance",6.7,Rodrigo García,21620,$3.01M
Ayla: The Daughter of War,2017,NaN,125 min,"Drama, History, War",8.9,Can Ulkay,21704,NaN
Them,2006,R,77 min,"Horror, Thriller",6.5,David Moreau,26881,NaN
Doghouse,2009,Not Rated,89 min,"Comedy, Horror, Sci-Fi",6.1,Jake West,19779,NaN
Knights of Badassdom,2013,R,86 min,"Action, Adventure, Comedy",5.7,Joe Lynch,17712,$0.09M
Going the Distance,2010,R,102 min,"Comedy, Romance",6.3,Nanette Burstein,53627,$17.80M
A Thousand Words,2012,PG-13,91 min,"Comedy, Drama",5.9,Brian Robbins,34971,$18.44M
Mindhorn,2016,TV-MA,89 min,Comedy,6.3,Sean Foley,8292,NaN
Meet Dave,2008,PG,90 min,"Adventure, Comedy, Family",5,Brian Robbins,34890,$11.80M
WolfCop,2014,Unrated,79 min,"Comedy, Horror",5.5,Lowell Dean,5111,NaN
Witching and Bitching,2013,Not Rated,112 min,"Action, Comedy, Horror",6.4,Álex de la Iglesia,11673,NaN
Transsiberian,2008,R,111 min,"Crime, Drama, Mystery",6.7,Brad Anderson,46404,$2.20M
Sap ji sang ciu,2012,PG-13,109 min,"Action, Adventure",6.1,Jackie Chan,18673,NaN
Drillbit Taylor,2008,PG-13,110 min,"Comedy, Drama",5.7,Steven Brill,54252,$32.85M
See No Evil,2006,R,84 min,"Action, Horror, Thriller",5.1,Gregory Dark,23884,$15.03M
Open Windows,2014,Not Rated,100 min,"Crime, Thriller",5.2,Nacho Vigalondo,12251,NaN
Krigen,2015,R,115 min,"Crime, Drama, War",7.1,Tobias Lindholm,7828,$0.12M
Joyful Noise,2012,PG-13,118 min,"Comedy, Drama, Music",5.8,Todd Graff,7334,$30.92M
Un moment d'égarement,2015,NaN,105 min,"Comedy, Drama, Romance",6.3,Jean-François Richet,6102,NaN
Hatchet,2006,R,85 min,"Comedy, Horror",5.7,Adam Green,25756,$0.16M
A Good Marriage,2014,R,102 min,"Drama, Thriller",5.2,Peter Askin,7986,NaN
A Kind of Murder,2016,R,95 min,"Crime, Drama, Thriller",5.3,Andy Goddard,5312,$0.00M
Gedo senki,2006,PG-13,115 min,"Animation, Adventure, Fantasy",6.5,Gorô Miyazaki,27703,$0.05M
Curve,2015,R,81 min,"Horror, Thriller",5.4,Iain Softley,5093,NaN
Bakemono no ko,2015,PG-13,119 min,"Animation, Action, Adventure",7.7,Mamoru Hosoda,14117,$0.45M
Cheap Thrills,2013,Not Rated,88 min,"Comedy, Crime, Drama",6.7,E.L. Katz,15736,$0.06M
Rampage,2009,R,85 min,"Action, Crime, Thriller",6.3,Uwe Boll,16837,NaN
La femme du Vème,2011,R,84 min,"Drama, Mystery, Thriller",5.4,Pawel Pawlikowski,5370,$0.11M
Better Living Through Chemistry,2014,Not Rated,91 min,"Comedy, Drama",6.3,Geoff Moore,12890,$0.07M
Dolphin Tale,2011,PG,113 min,"Drama, Family",6.9,Charles Martin Smith,20032,$72.29M
Deuce Bigalow: European Gigolo,2005,R,83 min,Comedy,4.6,Mike Bigelow,44640,$22.26M
Into the Grizzly Maze,2015,R,94 min,"Action, Horror, Thriller",5.3,David Hackl,6535,NaN
The Grandmaster,2013,PG-13,130 min,"Action, Biography, Drama",6.6,Kar-Wai Wong,27810,$6.59M
The Quiet,2005,R,96 min,"Crime, Drama, Horror",6.4,Jamie Babbit,14268,$0.38M
Adult Beginners,2014,R,92 min,"Comedy, Drama",5.6,Ross Katz,7268,$0.10M
Armored,2009,PG-13,88 min,"Action, Crime, Thriller",5.7,Nimród Antal,28015,$15.99M
Tiger Zinda Hai,2017,Not Rated,161 min,"Action, Adventure, Thriller",6.1,Ali Abbas Zafar,17147,$5.56M
Starter for 10,2006,PG-13,92 min,"Comedy, Drama, Romance",6.7,Tom Vaughan,19840,$0.21M
"Two Days, One Night",2014,PG-13,95 min,Drama,7.4,Jean-Pierre Dardenne,39765,$1.44M
The Wild,2006,G,94 min,"Animation, Adventure, Comedy",5.3,Steve 'Spaz' Williams,21286,$37.38M
Black or White,2014,PG-13,121 min,Drama,6.6,Mike Binder,10217,$21.57M
La isla mínima,2014,TV-MA,105 min,"Crime, Thriller",7.3,Alberto Rodríguez,24274,NaN
Life of Crime,2013,R,98 min,"Comedy, Crime",5.8,Daniel Schechter,15079,$0.26M
Happy-Go-Lucky,2008,R,118 min,"Comedy, Drama, Romance",7,Mike Leigh,35152,$3.49M
The Good Doctor,2011,PG-13,93 min,"Drama, Thriller",5.5,Lance Daly,5810,$0.00M
A Girl Like Her,2015,PG-13,91 min,Drama,7.1,Amy S. Weber,6187,NaN
Don't Think Twice,2016,R,92 min,"Comedy, Drama",6.7,Mike Birbiglia,14219,$4.42M
Talvar,2015,Not Rated,132 min,"Biography, Crime, Drama",8.3,Meghna Gulzar,22994,$0.34M
Old Dogs,2009,PG,88 min,"Comedy, Family",5.4,Walt Becker,33708,$49.49M
Spyder,2017,Not Rated,155 min,"Action, Thriller",7,A.R. Murugadoss,7205,NaN
Love in the Time of Cholera,2007,R,139 min,"Drama, Romance",6.4,Mike Newell,20791,$4.61M
Contracted,2013,Not Rated,84 min,"Drama, Horror, Thriller",5.3,Eric England,12867,$0.00M
In a World...,2013,R,93 min,Comedy,6.7,Lake Bell,28704,$2.96M
Mr. Turner,2014,R,150 min,"Biography, Drama, History",6.8,Mike Leigh,21696,$3.96M
Cry Wolf,2005,PG-13,90 min,"Drama, Horror, Mystery",5.9,Jeff Wadlow,24472,$10.05M
Persepolis,2007,PG-13,96 min,"Animation, Biography, Drama",8.1,Vincent Paronnaud,79294,$4.44M
Burying the Ex,2014,R,89 min,"Comedy, Horror, Romance",5.4,Joe Dante,8635,NaN
Leatherheads,2008,PG-13,114 min,"Comedy, Drama, Romance",6,George Clooney,29432,$31.20M
Rock the Kasbah,2015,R,106 min,"Comedy, Music, War",5.5,Barry Levinson,8917,$2.98M
The Big Year,2011,PG,100 min,Comedy,6.2,David Frankel,38555,$7.20M
The Apparition,2012,PG-13,82 min,"Horror, Thriller",4.1,Todd Lincoln,17706,$4.93M
The Grand Seduction,2013,PG-13,113 min,Comedy,7,Don McKellar,13819,$3.41M
Results,2015,R,105 min,"Comedy, Romance",5.4,Andrew Bujalski,5570,$0.10M
Bajirao Mastani,2015,Not Rated,158 min,"Action, Drama, History",7.2,Sanjay Leela Bhansali,26467,$6.56M
The Reaping,2007,R,99 min,"Horror, Thriller",5.7,Stephen Hopkins,39954,$25.12M
Take the Lead,2006,PG-13,118 min,"Drama, Music",6.7,Liz Friedlander,23328,$34.74M
Hyena Road,2015,R,120 min,"Action, Drama, War",6.5,Paul Gross,5691,$0.00M
Chaos Theory,2008,PG-13,87 min,"Comedy, Drama, Romance",6.7,Marcos Siega,29818,$0.24M
Mac & Devin Go to High School,2012,R,75 min,Comedy,4.5,Dylan C. Brown,6492,NaN
Hesher,2010,R,106 min,"Comedy, Drama",7,Spencer Susser,47512,$0.38M
The Look of Love,2013,Not Rated,101 min,"Biography, Comedy, Drama",6,Michael Winterbottom,6013,$0.02M
Casa de mi Padre,2012,R,84 min,"Comedy, Western",5.5,Matt Piedmont,18736,$5.90M
Sanctum,2011,R,108 min,"Adventure, Drama, Thriller",5.9,Alister Grierson,50388,$23.07M
"Big Mommas: Like Father, Like Son",2011,PG-13,107 min,"Action, Comedy, Crime",4.4,John Whitesell,22604,$37.92M
Elegy,2008,R,112 min,"Drama, Romance",6.8,Isabel Coixet,20775,$3.58M
Last Holiday,2006,PG-13,112 min,Comedy,6.4,Wayne Wang,24950,$38.36M
Darbareye Elly,2009,NaN,119 min,"Drama, Mystery, Thriller",8.1,Asghar Farhadi,35300,$0.11M
My One and Only,2009,PG-13,108 min,"Adventure, Biography, Comedy",6.6,Richard Loncraine,7834,$2.48M
Tamara,2005,R,98 min,"Drama, Fantasy, Horror",5.2,Jeremy Haft,8948,$0.17M
Mandela: Long Walk to Freedom,2013,PG-13,141 min,"Biography, Drama, History",7.1,Justin Chadwick,24253,$8.32M
The Wackness,2008,R,99 min,"Comedy, Drama, Romance",7,Jonathan Levine,28682,$2.08M
Hobo with a Shotgun,2011,Not Rated,86 min,"Action, Comedy, Horror",6.1,Jason Eisener,40703,$0.70M
Departures,2008,PG-13,130 min,"Drama, Music",8.1,Yôjirô Takita,43292,$1.54M
Merantau,2009,R,134 min,"Action, Drama",6.8,Gareth Evans,8699,NaN
Last Days,2005,R,97 min,"Drama, Music",5.8,Gus Van Sant,20250,$0.45M
The Perfect Man,2005,PG,100 min,"Comedy, Family, Romance",5.5,Mark Rosman,25912,$16.25M
The Innkeepers,2011,R,101 min,"Drama, Horror, Mystery",5.5,Ti West,30196,$0.08M
Man of the House,2005,PG-13,100 min,"Comedy, Crime",5.4,Stephen Herek,21328,$19.70M
No One Lives,2012,R,86 min,"Horror, Thriller",6,Ryûhei Kitamura,15979,$0.07M
Tideland,2005,R,120 min,"Drama, Fantasy, Horror",6.5,Terry Gilliam,29249,$0.07M
They Came Together,2014,R,83 min,"Comedy, Romance",5.5,David Wain,19285,NaN
Parkland,2013,PG-13,93 min,"Drama, History, Mystery",6.4,Peter Landesman,13525,$0.65M
Superfast!,2015,PG-13,99 min,Comedy,4.1,Jason Friedberg,7676,NaN
Be Kind Rewind,2008,PG-13,102 min,Comedy,6.4,Michel Gondry,84598,$11.17M
Seraphim Falls,2006,R,115 min,"Action, Drama, Thriller",6.7,David Von Ancken,26973,$0.42M
Welcome to Me,2014,R,87 min,"Comedy, Drama",5.9,Shira Piven,16727,$0.61M
Soul Men,2008,R,100 min,"Comedy, Drama, Music",6.5,Malcolm D. Lee,9603,$12.08M
G.B.F.,2013,R,92 min,"Comedy, Drama, Romance",6,Darren Stein,9707,NaN
Pay the Ghost,2015,Not Rated,94 min,"Drama, Horror, Mystery",5.2,Uli Edel,13157,NaN
Heartbeats,2010,Not Rated,101 min,"Drama, Romance",7.2,Xavier Dolan,23176,$0.06M
I Killed My Mother,2009,Not Rated,96 min,"Drama, Romance",7.5,Xavier Dolan,23386,NaN
House on Willow Street,2016,Unrated,90 min,"Action, Horror, Thriller",5,Alastair Orr,6978,NaN
Stalingrad,2013,R,131 min,"Action, Drama, War",5.6,Fedor Bondarchuk,14114,$1.01M
What Doesn't Kill You,2008,R,100 min,"Crime, Drama",6.6,Brian Goodman,10661,NaN
Akeelah and the Bee,2006,PG,112 min,Drama,7.4,Doug Atchison,16785,$18.81M
The Snowtown Murders,2011,Not Rated,119 min,"Biography, Crime, Drama",6.6,Justin Kurzel,15235,$0.01M
"O Heart, It Is Difficult",2016,Not Rated,158 min,"Drama, Music, Musical",5.8,Karan Johar,17244,$4.24M
A Better Life,2011,PG-13,98 min,"Drama, Romance",7.2,Chris Weitz,14290,$1.76M
"Jeff, Who Lives at Home",2011,R,83 min,"Comedy, Drama",6.5,Jay Duplass,59228,$4.24M
The Keeping Room,2014,R,95 min,"Drama, Western",6,Daniel Barber,5299,$0.03M
Dominion: Prequel to the Exorcist,2005,R,117 min,"Drama, Horror, Thriller",5.3,Paul Schrader,9149,$0.25M
Factory Girl,2006,R,90 min,"Biography, Drama",6.4,George Hickenlooper,19736,$1.66M
Arthur,2011,PG-13,110 min,"Comedy, Romance",5.7,Jason Winer,48099,$33.04M
Rosewater,2014,R,103 min,"Biography, Drama",6.6,Jon Stewart,9576,$3.13M
Barefoot,2014,PG-13,90 min,"Comedy, Drama, Romance",6.6,Andrew Fleming,20461,$0.01M
A.C.O.D.,2013,R,88 min,Comedy,5.7,Stuart Zicherman,11834,$0.17M
Paranormal Activity 3,2011,R,83 min,Horror,5.8,Henry Joost,83618,$104.01M
The Breed,2006,R,91 min,"Comedy, Horror, Thriller",5.1,Nicholas Mastandrea,11212,$0.01M
Vampire Killers,2009,R,86 min,"Action, Comedy, Fantasy",5.1,Phil Claydon,18548,NaN
The Decoy Bride,2011,PG,89 min,"Comedy, Drama, Romance",6.2,Sheree Folkson,9534,$0.00M
Bobby,2006,R,117 min,"Biography, Drama, History",7,Emilio Estevez,39642,$11.24M
The Neighbor,2016,Not Rated,87 min,"Crime, Horror, Thriller",5.7,Marcus Dunstan,6148,NaN
360,2011,R,110 min,"Drama, Thriller",6.2,Fernando Meirelles,14690,$0.10M
Black Christmas,2006,R,84 min,Horror,4.6,Glen Morgan,22184,$16.24M
Forces spéciales,2011,R,109 min,"Action, Drama, War",6.4,Stéphane Rybojad,16484,$0.01M
Bad News Bears,2005,PG-13,113 min,"Comedy, Sport",5.8,Richard Linklater,18858,$32.87M
Van Wilder 2: The Rise of Taj,2006,R,97 min,"Comedy, Romance",4.8,Mort Nathan,20800,$4.26M
Did You Hear About the Morgans?,2009,PG-13,103 min,"Comedy, Drama, Romance",4.8,Marc Lawrence,33127,$29.58M
Underdog,2007,PG,84 min,"Action, Adventure, Comedy",4.8,Frederik Du Chau,17557,$43.75M
Desierto,2015,R,88 min,"Drama, Thriller",6,Jonás Cuarón,7552,$1.83M
The Pyramid,2014,R,89 min,"Action, Adventure, Horror",4.6,Grégory Levasseur,20538,$2.76M
Mad Money,2008,PG-13,104 min,"Comedy, Crime, Thriller",5.8,Callie Khouri,18600,$20.67M
One Missed Call,2008,PG-13,87 min,"Horror, Mystery",4,Eric Valette,28831,$26.88M
God Bless America,2011,R,105 min,"Comedy, Crime, Drama",7.2,Bobcat Goldthwait,64811,$0.12M
Mil-jeong,2016,TV-MA,140 min,"Action, Drama, Thriller",7.2,Jee-woon Kim,5726,$0.54M
Shorts,2009,PG,89 min,"Comedy, Family, Fantasy",4.8,Robert Rodriguez,6018,$20.92M
All the King's Men,2006,PG-13,128 min,"Drama, Thriller",6.2,Steven Zaillian,22255,$7.22M
Stake Land,2010,R,98 min,"Drama, Horror, Sci-Fi",6.5,Jim Mickle,37936,$0.02M
Courageous,2011,PG-13,129 min,Drama,7,Alex Kendrick,17062,$34.52M
Cats & Dogs: The Revenge of Kitty Galore,2010,PG,82 min,"Action, Comedy, Family",4.3,Brad Peyton,11961,$43.59M
Bangkok Dangerous,2008,R,99 min,"Action, Crime, Thriller",5.4,Danny Pang,51840,$15.28M
Must Love Dogs,2005,PG-13,98 min,"Comedy, Romance",5.9,Gary David Goldberg,28486,$43.89M
Jessabelle,2014,PG-13,90 min,"Horror, Thriller",5.4,Kevin Greutert,19772,NaN
The Hitcher,2007,R,84 min,"Action, Crime, Horror",5.6,Dave Meyers,37681,$16.47M
The Visitor,2007,PG-13,104 min,Drama,7.7,Tom McCarthy,39639,$9.42M
Big Nothing,2006,R,86 min,"Comedy, Crime, Thriller",6.8,Jean-Baptiste Andrea,27644,NaN
The Accidental Husband,2008,PG-13,90 min,"Comedy, Romance",5.6,Griffin Dunne,21366,NaN
Bucky Larson: Born to Be a Star,2011,R,97 min,Comedy,3.3,Tom Brady,10289,$2.33M
I Can Do Bad All by Myself,2009,PG-13,113 min,"Comedy, Drama",4.3,Tyler Perry,8922,$51.73M
Elle s'appelait Sarah,2010,PG-13,111 min,"Drama, War",7.5,Gilles Paquet-Brenner,14633,$7.69M
Zulu,2013,R,110 min,"Crime, Drama, Thriller",6.7,Jérôme Salle,15991,NaN
Away from Her,2006,PG-13,110 min,Drama,7.6,Sarah Polley,20167,$4.57M
Aliens in the Attic,2009,PG,86 min,"Animation, Adventure, Comedy",5.4,John Schultz,18827,$25.20M
From Up on Poppy Hill,2011,PG,91 min,"Animation, Drama, Family",7.5,Gorô Miyazaki,24680,$1.00M
Bottle Shock,2008,PG-13,110 min,"Comedy, Drama",6.8,Randall Miller,13486,$4.04M
Alvin and the Chipmunks: Chipwrecked,2011,G,87 min,"Animation, Adventure, Comedy",4.4,Mike Mitchell,26698,$133.11M
Grandma,2015,R,79 min,"Comedy, Drama",6.7,Paul Weitz,12989,$6.98M
Barfi!,2012,Not Rated,151 min,"Comedy, Drama, Romance",8.1,Anurag Basu,65655,$2.80M
The Dilemma,2011,PG-13,111 min,"Comedy, Drama",5.3,Ron Howard,47195,$48.48M
Frantz,2016,PG-13,113 min,"Drama, History, Romance",7.5,François Ozon,9458,$0.88M
Goya's Ghosts,2006,R,113 min,"Biography, Drama, History",6.9,Milos Forman,27342,$1.00M
After Sex,2007,Unrated,77 min,"Comedy, Drama, Romance",5.6,Eric Amadio,7507,NaN
Bereavement,2010,R,103 min,"Crime, Horror, Thriller",5.1,Stevan Mena,5941,NaN
Alex Rider: Operation Stormbreaker,2006,PG,93 min,"Action, Adventure, Family",5.1,Geoffrey Sax,21843,$0.65M
Earth to Echo,2014,PG,91 min,"Adventure, Family, Sci-Fi",5.8,Dave Green,17282,$38.92M
Bir Zamanlar Anadolu'da,2011,Not Rated,157 min,"Crime, Drama",7.8,Nuri Bilge Ceylan,32290,$0.14M
Dhoom 2,2006,Not Rated,152 min,"Action, Crime, Thriller",6.5,Sanjay Gadhvi,20410,$2.64M
Red Dog,2011,PG,92 min,"Biography, Comedy, Drama",7.5,Kriv Stenders,14774,NaN
Flicka,2006,PG,95 min,"Adventure, Drama, Family",6.2,Michael Mayer,6767,$21.00M
Hindi Medium,2017,Not Rated,132 min,"Comedy, Drama",7.8,Saket Chaudhary,14418,NaN
The Shaggy Dog,2006,PG,98 min,"Comedy, Family, Fantasy",4.4,Brian Robbins,16557,$61.12M
The Tournament,2009,R,95 min,"Action, Thriller",6.1,Scott Mann,32526,NaN
Take This Waltz,2011,R,116 min,"Comedy, Drama",6.6,Sarah Polley,25129,$1.24M
Little Boy,2015,PG-13,106 min,"Drama, History, War",7.4,Alejandro Monteverde,20382,$6.42M
Igor,2008,PG,87 min,"Animation, Comedy, Family",6,Tony Leondis,21008,$19.53M
Pandemic,2016,TV-MA,91 min,"Action, Horror, Sci-Fi",4.5,John Suits,6752,NaN
Lucky You,2007,PG-13,124 min,"Drama, Romance, Sport",5.9,Curtis Hanson,19252,$5.76M
Area 51,2015,R,91 min,"Horror, Sci-Fi, Thriller",4.2,Oren Peli,10979,NaN
Good Dick,2008,R,86 min,"Comedy, Drama, Romance",6.4,Marianna Palka,7249,$0.02M
The Maiden Heist,2009,PG-13,90 min,"Comedy, Crime",6.1,Peter Hewitt,14093,NaN
Rampart,2011,R,108 min,"Crime, Drama",5.8,Oren Moverman,21520,$0.97M
New in Town,2009,PG,97 min,"Comedy, Romance",5.6,Jonas Elmer,19670,$16.73M
The Assassin,2015,Not Rated,105 min,"Action, Drama, History",6.3,Hsiao-Hsien Hou,13388,$0.61M
A Sound of Thunder,2005,PG-13,101 min,"Action, Adventure, Horror",4.2,Peter Hyams,17733,$1.89M
Flypaper,2011,Not Rated,87 min,"Comedy, Crime, Mystery",6.4,Rob Minkoff,29743,$0.00M
Bandidas,2006,PG-13,93 min,"Action, Comedy, Crime",5.7,Joachim Rønning,31537,NaN
Martian Child,2007,PG,106 min,"Comedy, Drama, Family",6.8,Menno Meyjes,18876,$7.49M
The Disappearance of Eleanor Rigby: Them,2014,R,123 min,"Drama, Romance",6.3,Ned Benson,10341,$0.59M
Jeruzalem,2015,R,94 min,Horror,4.7,Doron Paz,7203,NaN
Broken,V) (2012,Not Rated,91 min,"Drama, Romance",7.3,Rufus Norris,12192,NaN
Salyut-7,2017,NaN,111 min,"Action, Drama, History",7.2,Klim Shipenko,5244,NaN
Yogi Bear,2010,PG,80 min,"Animation, Adventure, Comedy",4.6,Eric Brevig,18364,$100.25M
All Cheerleaders Die,2013,Not Rated,89 min,"Fantasy, Horror",5.1,Lucky McKee,7208,NaN
Freeheld,2015,PG-13,103 min,"Biography, Drama, Romance",6.5,Peter Sollett,9979,$0.53M
Pathology,2008,R,95 min,"Crime, Horror, Thriller",6,Marc Schölermann,28807,$0.11M
Dead Rising: Watchtower,2015,Not Rated,118 min,"Action, Horror",5.2,Zach Lipovsky,7283,NaN
Raman Raghav 2.0,2016,Not Rated,133 min,"Crime, Drama, Thriller",7.3,Anurag Kashyap,9235,NaN
Free Birds,2013,PG,91 min,"Animation, Adventure, Comedy",5.9,Jimmy Hayward,20249,$55.75M
Term Life,2016,R,93 min,"Crime, Drama, Thriller",5.5,Peter Billingsley,5515,$0.01M
